postal_code,category,number_licensed
M1V 4X8,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 4Y1,BUILDING RENOVATOR,2
M1V 4Y1,PUBLIC GARAGE,6
M1V 4Y1,TEMPORARY SIGN - MOBILE,2
M1V 4Y3,BUILDING RENOVATOR,1
M1V 4Y3,DRIVING SCHOOL OPERATOR (B),1
M1V 4Y3,EATING ESTABLISHMENT,10
M1V 4Y3,HOLISTIC CENTRE,4
M1V 4Y3,PERSONAL SERVICES SETTINGS,3
M1V 4Y3,PUBLIC GARAGE,6
M1V 4Y3,RETAIL STORE (FOOD),5
M1V 4Y3,TEMPORARY SIGN - MOBILE,7
M1V 4Y5,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 4Y5,EATING ESTABLISHMENT,1
M1V 4Y5,HEATING CONTRACTOR,1
M1V 4Y5,RETAIL STORE (FOOD),5
M1V 4Y6,HEATING CONTRACTOR,1
M1V 4Y6,RETAIL STORE (FOOD),2
M1V 4Y6,SECOND HAND SHOP,1
M1V 4Z3,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 4Z3,EATING ESTABLISHMENT,22
M1V 4Z3,RETAIL STORE (FOOD),8
M1V 4Z4,EATING ESTABLISHMENT,4
M1V 4Z4,HOLISTIC CENTRE,2
M1V 4Z4,PERSONAL SERVICES SETTINGS,4
M1V 4Z4,PUBLIC GARAGE,5
M1V 4Z4,RETAIL STORE (FOOD),4
M1V 4Z6,PUBLIC GARAGE,1
M1V 4Z6,TEMPORARY SIGN - MOBILE,1
M1V 5A1,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 5A2,PLUMBING CONTRACTOR,1
M1V 5A3,RETAIL STORE (FOOD),3
M1V 5A5,PLUMBING & HEATING CONTRACTOR,1
M1V 5A7,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
M1V 5A9,EATING ESTABLISHMENT,1
M1V 5B5,EATING ESTABLISHMENT,13
M1V 5B5,HOLISTIC CENTRE,3
M1V 5B5,LAUNDRY,4
M1V 5B5,MOBILE VENDING (FOOD TRUCK),1
M1V 5B5,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M1V 5B5,PERSONAL SERVICES SETTINGS,2
M1V 5B5,RETAIL STORE (FOOD),2
M1V 5B5,TEMPORARY SIGN - MOBILE,1
M1V 5B7,RETAIL STORE (FOOD),1
M1V 5B8,TEMPORARY SIGN - MOBILE,1
M1V 5C2,EATING ESTABLISHMENT,2
M1V 5C2,PUBLIC GARAGE,8
M1V 5C4,BUILDING RENOVATOR,2
M1V 5C4,DRAIN CONTRACTOR,1
M1V 5C4,DRIVEWAY PAVING CONTRACTOR,1
M1V 5C4,HEATING CONTRACTOR,1
M1V 5C4,PLACE OF AMUSEMENT,1
M1V 5C4,PLUMBING & HEATING CONTRACTOR,1
M1V 5C4,PRIVATE PARKING ENFORCEMENT AGENCY,1
M1V 5C4,PRIVATE TRANSPORTATION COMPANY,1
M1V 5C4,RETAIL STORE (FOOD),2
M1V 5C5,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 5C8,HEATING CONTRACTOR,1
M1V 5E1,CLOTHING DROP BOX LOCATION PERMIT,2
M1V 5E4,BUILDING RENOVATOR,1
M1V 5E4,EATING ESTABLISHMENT,2
M1V 5E4,PLUMBING & HEATING CONTRACTOR,1
M1V 5E4,PUBLIC GARAGE,4
M1V 5E4,RETAIL STORE (FOOD),10
M1V 5E5,BUILDING RENOVATOR,4
M1V 5E5,DRIVING SCHOOL OPERATOR (B),1
M1V 5E5,EATING ESTABLISHMENT,2
M1V 5E5,HEATING CONTRACTOR,3
M1V 5E5,RETAIL STORE (FOOD),13
M1V 5E5,TOW TRUCK OWNER,38
M1V 5E6,EATING ESTABLISHMENT,7
M1V 5E6,PERSONAL SERVICES SETTINGS,2
M1V 5E6,RETAIL STORE (FOOD),6
M1V 5E7,BUILDING RENOVATOR,1
M1V 5E7,EATING ESTABLISHMENT,2
M1V 5E7,HOLISTIC CENTRE,5
M1V 5E7,PERSONAL SERVICES SETTINGS,3
M1V 5E7,RETAIL STORE (FOOD),3
M1V 5E7,VAPOUR PRODUCT RETAILER,1
M1V 5E8,BUILDING RENOVATOR,1
M1V 5E8,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 5G2,EATING ESTABLISHMENT,5
M1V 5G2,RETAIL STORE (FOOD),3
M1V 5G4,BUILDING RENOVATOR,1
M1V 5G4,HEATING CONTRACTOR,2
M1V 5G4,RETAIL STORE (FOOD),7
M1V 5G9,HEATING CONTRACTOR,1
M1V 5H4,RETAIL STORE (FOOD),2
M1V 5H5,EATING ESTABLISHMENT,10
M1V 5H5,RETAIL STORE (FOOD),10
M1V 5H6,RETAIL STORE (FOOD),12
M1V 5H7,RETAIL STORE (FOOD),15
M1V 5H8,LAUNDRY,4
M1V 5H8,RETAIL STORE (FOOD),16
M1V 5H9,RETAIL STORE (FOOD),2
M1V 5J1,PLUMBING & HEATING CONTRACTOR,1
M1V 5J2,BUILDING RENOVATOR,2
M1V 5J3,TEMPORARY SIGN - MOBILE,1
M1V 5J5,BUILDING RENOVATOR,1
M1V 5J5,RETAIL STORE (FOOD),14
M1V 5J6,DRIVING SCHOOL OPERATOR (B),4
M1V 5J6,EATING ESTABLISHMENT,7
M1V 5J6,HOLISTIC CENTRE,11
M1V 5J6,PERSONAL SERVICES SETTINGS,4
M1V 5J6,PUBLIC GARAGE,2
M1V 5J6,PUBLIC HALL,2
M1V 5J6,RETAIL STORE (FOOD),26
M1V 5J6,TAXICAB BROKER,1
M1V 5J6,TEMPORARY SIGN - MOBILE,1
M1V 5J9,BUILDING RENOVATOR,3
M1V 5J9,HEATING CONTRACTOR,1
M1V 5J9,PLUMBING CONTRACTOR,1
M1V 5J9,RETAIL STORE (FOOD),1
M1V 5K1,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 5K1,DRIVING SCHOOL OPERATOR (B),4
M1V 5K1,EATING ESTABLISHMENT,10
M1V 5K1,HOLISTIC CENTRE,5
M1V 5K1,PERSONAL SERVICES SETTINGS,2
M1V 5K1,RETAIL STORE (FOOD),24
M1V 5K1,TEMPORARY SIGN - A-FRAME,1
M1V 5K1,TEMPORARY SIGN - MOBILE,2
M1V 5K3,HOLISTIC CENTRE,2
M1V 5K3,PERSONAL SERVICES SETTINGS,4
M1V 5K4,PERSONAL SERVICES SETTINGS,2
M1V 5K4,RETAIL STORE (FOOD),3
M1V 5K5,BUILDING RENOVATOR,2
M1V 5K5,DRIVE-SELF RENTAL OWNER,1
M1V 5K5,EATING ESTABLISHMENT,11
M1V 5K5,PERSONAL SERVICES SETTINGS,3
M1V 5K9,EATING ESTABLISHMENT,2
M1V 5L6,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 5L6,EATING ESTABLISHMENT,32
M1V 5L6,HOLISTIC CENTRE,9
M1V 5L6,PERSONAL SERVICES SETTINGS,9
M1V 5L6,RETAIL STORE (FOOD),21
M1V 5L8,BUILDING RENOVATOR,1
M1V 5L8,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 5L8,PLACE OF AMUSEMENT,2
M1V 5L8,TEMPORARY SIGN - MOBILE,3
M1V 5M3,EATING ESTABLISHMENT,24
M1V 5M3,HOLISTIC CENTRE,2
M1V 5M3,PERSONAL SERVICES SETTINGS,2
M1V 5M3,RETAIL STORE (FOOD),5
M1V 5N1,CLOTHING DROP BOX LOCATION PERMIT,2
M1V 5N1,EATING ESTABLISHMENT,128
M1V 5N1,HOLISTIC CENTRE,17
M1V 5N1,LAUNDRY,3
M1V 5N1,PERSONAL SERVICES SETTINGS,8
M1V 5N1,RETAIL STORE (FOOD),34
M1V 5N1,TEMPORARY FIREWORKS VENDOR (OVER 25 KG),1
M1V 5N3,EATING ESTABLISHMENT,27
M1V 5N6,DRIVEWAY PAVING CONTRACTOR,1
M1V 5P1,PUBLIC HALL,2
M1V 5P1,TEMPORARY SIGN - MOBILE,8
M1V 5P4,TEMPORARY SIGN - MOBILE,1
M1V 5P6,EATING ESTABLISHMENT,57
M1V 5P6,HOLISTIC CENTRE,1
M1V 5P6,PERSONAL SERVICES SETTINGS,6
M1V 5P6,PUBLIC GARAGE,1
M1V 5P6,RETAIL STORE (FOOD),31
M1V 5P6,SECOND HAND SHOP,1
M1V 5P6,TEMPORARY SIGN - MOBILE,15
M1V 5P7,CLOTHING DROP BOX LOCATION PERMIT,1
M1V 5P7,EATING ESTABLISHMENT,24
M1V 5P7,LAUNDRY,1
M1V 5P7,PAWN SHOP,1
M1V 5P7,PAYDAY LOAN,1
M1V 5P7,PERSONAL SERVICES SETTINGS,8
M1V 5P7,PRECIOUS METAL SHOP,1
M1V 5P7,RETAIL STORE (FOOD),11
M1V 5P7,TEMPORARY FIREWORKS VENDOR (OVER 25 KG),4
M1V 5P7,TEMPORARY SIGN - MOBILE,12
M1W,AUCTIONEER,1
M1W,BUILDING RENOVATOR,36
M1W,DRAIN LAYER,1
M1W,DRIVEWAY PAVING CONTRACTOR,1
M1W,DRIVING INSTRUCTOR (V),60
M1W,DRIVING SCHOOL OPERATOR (V),1
M1W,HAWKER/PEDLAR ON FOOT,3
M1W,HAWKER/PEDLAR WITH MOTOR VEHICLE,3
M1W,HEATING CONTRACTOR,2
M1W,LIMOUSINE OWNER,3
M1W,MASTER HEATING INSTALLER,4
M1W,MASTER PLUMBER,16
M1W,MOBILE VENDING (FOOD TRUCK),1
M1W,MOTORIZED REFRESHMENT VEHICLE OWNER,4
M1W,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,7
M1W,PLUMBING & HEATING CONTRACTOR,1
M1W,PLUMBING CONTRACTOR,3
M1W,TAXICAB OWNER,48
M1W,TORONTO TAXICAB OWNER,3
M1W,TOW TRUCK OWNER,1
M1W,TRANSIENT TRADER,1
M1W 1A6,BUILDING RENOVATOR,1
M1W 1A9,BUILDING RENOVATOR,2
M1W 1B3,EATING ESTABLISHMENT,4
M1W 1B9,PUBLIC GARAGE,13
M1W 1B9,TEMPORARY SIGN - MOBILE,6
M1W 1H8,BUILDING RENOVATOR,1
M1W 1H9,TAXICAB OWNER,5
M1W 1H9,TEMPORARY SIGN - MOBILE,2
M1W 1J1,BUILDING RENOVATOR,1
M1W 1K8,MOBILE VENDING (FOOD TRUCK),1
M1W 1K8,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M1W 1K9,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
M1W 1P1,BUILDING RENOVATOR,1
M1W 1S5,PLUMBING & HEATING CONTRACTOR,1
M1W 1X4,BUILDING RENOVATOR,1
M1W 1Z3,BUILDING RENOVATOR,1
M1W 2A1,BUILDING RENOVATOR,2
M1W 2A9,BUILDING RENOVATOR,1
M1W 2B4,HEATING CONTRACTOR,1
M1W 2C2,TAXICAB OWNER,1
M1W 2C7,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 2C7,PUBLIC GARAGE,3
M1W 2C9,TOW TRUCK OWNER,2
M1W 2G8,BUILDING RENOVATOR,1
M1W 2G8,TOW TRUCK OWNER,10
M1W 2H1,EATING ESTABLISHMENT,3
M1W 2H1,LAUNDRY,5
M1W 2H1,PERSONAL SERVICES SETTINGS,2
M1W 2H1,RETAIL STORE (FOOD),9
M1W 2H4,PLUMBING & HEATING CONTRACTOR,1
M1W 2H5,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 2H5,EATING ESTABLISHMENT,14
M1W 2H5,HOLISTIC CENTRE,6
M1W 2H5,PERSONAL SERVICES SETTINGS,2
M1W 2H5,RETAIL STORE (FOOD),23
M1W 2H5,VAPOUR PRODUCT RETAILER,1
M1W 2J6,PERSONAL SERVICES SETTINGS,3
M1W 2J6,TAXICAB OWNER,10
M1W 2K1,EATING ESTABLISHMENT,2
M1W 2K1,RETAIL STORE (FOOD),1
M1W 2K2,EATING ESTABLISHMENT,9
M1W 2K2,LAUNDRY,2
M1W 2K2,MOTORIZED REFRESHMENT VEHICLE OWNER,2
M1W 2K2,PERSONAL SERVICES SETTINGS,7
M1W 2K2,PRECIOUS METAL SHOP,1
M1W 2K2,PUBLIC GARAGE,2
M1W 2K2,RETAIL STORE (FOOD),22
M1W 2L1,EATING ESTABLISHMENT,11
M1W 2L1,LAUNDRY,1
M1W 2L1,PERSONAL SERVICES SETTINGS,2
M1W 2L1,RETAIL STORE (FOOD),4
M1W 2L6,BUILDING RENOVATOR,1
M1W 2L8,BUILDING RENOVATOR,1
M1W 2M5,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 2M6,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 2N1,TOW TRUCK OWNER,1
M1W 2N2,CARNIVAL,1
M1W 2N6,EATING ESTABLISHMENT,1
M1W 2N6,PERSONAL SERVICES SETTINGS,2
M1W 2N6,RETAIL STORE (FOOD),5
M1W 2N6,TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),1
M1W 2N7,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 2P2,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 2P3,EATING ESTABLISHMENT,15
M1W 2P3,TEMPORARY SIGN - MOBILE,1
M1W 2R3,TAXICAB OWNER,2
M1W 2R5,CLOTHING DROP BOX LOCATION PERMIT,2
M1W 2R5,DRIVING SCHOOL OPERATOR (B),1
M1W 2R5,EATING ESTABLISHMENT,3
M1W 2R5,LAUNDRY,13
M1W 2R5,PAWN SHOP,1
M1W 2R5,PAYDAY LOAN,1
M1W 2R5,PERSONAL SERVICES SETTINGS,3
M1W 2R5,PRECIOUS METAL SHOP,1
M1W 2R5,RETAIL STORE (FOOD),7
M1W 2R5,TEMPORARY SIGN - MOBILE,1
M1W 2R6,HOLISTIC CENTRE,1
M1W 2R6,RETAIL STORE (FOOD),3
M1W 2R6,TEMPORARY SIGN - MOBILE,1
M1W 2R8,EATING ESTABLISHMENT,2
M1W 2S1,RETAIL STORE (FOOD),2
M1W 2S6,EATING ESTABLISHMENT,12
M1W 2S6,HOLISTIC CENTRE,1
M1W 2S6,LAUNDRY,2
M1W 2S6,RETAIL STORE (FOOD),8
M1W 2S7,TEMPORARY SIGN - MOBILE,2
M1W 2S8,CIRCUS,2
M1W 2S8,EATING ESTABLISHMENT,34
M1W 2S8,PERSONAL SERVICES SETTINGS,16
M1W 2S8,PRECIOUS METAL SHOP,2
M1W 2S8,RETAIL STORE (FOOD),57
M1W 2S8,SECOND HAND SHOP,2
M1W 2S8,SMOKE SHOP,2
M1W 2S8,TEMPORARY SIGN - MOBILE,14
M1W 2T1,TAXICAB OWNER,1
M1W 2T3,PUBLIC GARAGE,7
M1W 2T3,RETAIL STORE (FOOD),1
M1W 2T3,TEMPORARY SIGN - MOBILE,3
M1W 2T4,BUILDING RENOVATOR,2
M1W 2T4,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 2T4,DRIVING SCHOOL OPERATOR (B),5
M1W 2T4,EATING ESTABLISHMENT,9
M1W 2T4,HOLISTIC CENTRE,1
M1W 2T4,LAUNDRY,3
M1W 2T4,PERSONAL SERVICES SETTINGS,3
M1W 2T4,PUBLIC GARAGE,4
M1W 2T4,RETAIL STORE (FOOD),9
M1W 2T4,TEMPORARY FIREWORKS VENDOR (UNDER 25 KG),1
M1W 2T4,TEMPORARY SIGN - MOBILE,3
M1W 2T4,TEMPORARY SIGN PROVIDER,1
M1W 2V2,PLUMBING CONTRACTOR,1
M1W 2V5,BUILDING RENOVATOR,2
M1W 2W7,BUILDING RENOVATOR,1
M1W 2W9,HEATING CONTRACTOR,1
M1W 2W9,PLUMBING CONTRACTOR,2
M1W 2X1,BUILDING RENOVATOR,1
M1W 2X8,BUILDING RENOVATOR,1
M1W 2Y1,TEMPORARY SIGN - MOBILE,1
M1W 2Y2,EATING ESTABLISHMENT,3
M1W 2Z3,BUILDING RENOVATOR,1
M1W 3A1,PLUMBING CONTRACTOR,2
M1W 3B5,DRIVEWAY PAVING CONTRACTOR,1
M1W 3C3,PLUMBING CONTRACTOR,1
M1W 3C5,LIMOUSINE OWNER,5
M1W 3E2,EATING ESTABLISHMENT,1
M1W 3E2,HOLISTIC CENTRE,3
M1W 3E2,PERSONAL SERVICES SETTINGS,1
M1W 3E2,RETAIL STORE (FOOD),15
M1W 3E4,BUILDING RENOVATOR,1
M1W 3E6,TAXICAB OWNER,1
M1W 3E8,EATING ESTABLISHMENT,5
M1W 3G1,EATING ESTABLISHMENT,5
M1W 3G1,RETAIL STORE (FOOD),1
M1W 3G4,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 3G4,COMMERCIAL PARKING LOT,2
M1W 3G5,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 3G5,EATING ESTABLISHMENT,18
M1W 3G5,HOLISTIC CENTRE,3
M1W 3G5,PERSONAL SERVICES SETTINGS,5
M1W 3G5,RETAIL STORE (FOOD),23
M1W 3H2,TAXICAB OWNER,1
M1W 3H8,BUILDING RENOVATOR,2
M1W 3H8,DRIVEWAY PAVING CONTRACTOR,1
M1W 3K1,BUILDING RENOVATOR,1
M1W 3K1,TOW TRUCK OWNER,3
M1W 3K4,EATING ESTABLISHMENT,4
M1W 3K5,RETAIL STORE (FOOD),1
M1W 3K6,PLACE OF AMUSEMENT,1
M1W 3L6,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 3L9,BUILDING RENOVATOR,1
M1W 3M2,BUILDING RENOVATOR,1
M1W 3M2,PLUMBING CONTRACTOR,1
M1W 3N6,BUILDING RENOVATOR,1
M1W 3N7,PUBLIC GARAGE,7
M1W 3N7,TEMPORARY SIGN - MOBILE,1
M1W 3P7,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 3P7,DRIVE-SELF RENTAL OWNER,1
M1W 3P7,EATING ESTABLISHMENT,6
M1W 3P7,HOLISTIC CENTRE,2
M1W 3P7,PERSONAL SERVICES SETTINGS,3
M1W 3P7,PUBLIC GARAGE,3
M1W 3P7,RETAIL STORE (FOOD),16
M1W 3P7,SECOND HAND SHOP,1
M1W 3P7,TEMPORARY SIGN - MOBILE,2
M1W 3S2,DRIVING SCHOOL OPERATOR (B),1
M1W 3S2,HEATING CONTRACTOR,1
M1W 3S7,BUILDING RENOVATOR,1
M1W 3S8,BUILDING RENOVATOR,1
M1W 3T4,EATING ESTABLISHMENT,4
M1W 3T6,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 3V2,BUILDING RENOVATOR,1
M1W 3V4,BUILDING RENOVATOR,1
M1W 3V8,EATING ESTABLISHMENT,14
M1W 3V8,HOLISTIC CENTRE,2
M1W 3V8,PUBLIC HALL,3
M1W 3V8,RETAIL STORE (FOOD),2
M1W 3W1,BUILDING RENOVATOR,1
M1W 3W1,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 3W2,CLOTHING DROP BOX LOCATION PERMIT,1
M1W 3W3,COMMERCIAL PARKING LOT,1
M1W 3W3,EATING ESTABLISHMENT,3
M1W 3X8,BUILDING RENOVATOR,1
M1W 3X9,TAXICAB OWNER,7
M1W 3Y1,EATING ESTABLISHMENT,27
M1W 3Y1,HOLISTIC CENTRE,2
M1W 3Y1,LAUNDRY,4
M1W 3Y1,PERSONAL SERVICES SETTINGS,6
M1W 3Y1,RETAIL STORE (FOOD),18
M1W 3Y1,SMOKE SHOP,1
M1W 3Y1,TEMPORARY SIGN - MOBILE,5
M1W 3Y3,DRIVING SCHOOL OPERATOR (B),1
M1W 3Y3,EATING ESTABLISHMENT,14
M1W 3Y3,LAUNDRY,2
M1W 3Y3,PERSONAL SERVICES SETTINGS,2
M1W 3Y3,RETAIL STORE (FOOD),11
M1W 3Y6,PUBLIC GARAGE,10
M1W 3Y6,TEMPORARY SIGN - MOBILE,1
M1W 4A3,PLUMBING CONTRACTOR,1
M1W 4C1,EATING ESTABLISHMENT,1
M1W 4C1,LAUNDRY,1
M1W 4C1,PAYDAY LOAN,1
M1W 4C1,PERSONAL SERVICES SETTINGS,4
M1W 4C1,RETAIL STORE (FOOD),11
M1W 4C1,TEMPORARY SIGN - MOBILE,3
M1W 5P6,PERSONAL SERVICES SETTINGS,1
M1X,BUILDING RENOVATOR,12
M1X,COLLECTOR OF SECOND HAND GOODS,1
M1X,DRIVING INSTRUCTOR (V),29
M1X,HAWKER/PEDLAR ON FOOT,1
M1X,HEATING CONTRACTOR,2
M1X,LIMOUSINE OWNER,4
M1X,MASTER HEATING INSTALLER,4
M1X,MASTER PLUMBER,1
M1X,NON-MOTORIZED REFRESHMENT VEHICLE OWNER,1
M1X,PLUMBING CONTRACTOR,1
M1X,TAXICAB OWNER,30
M1X,TORONTO TAXICAB OWNER,1
M1X,TOW TRUCK OWNER,4
M1X 0A4,EATING ESTABLISHMENT,7
M1X 0A4,PERSONAL SERVICES SETTINGS,4
M1X 0A4,RETAIL STORE (FOOD),1
M1X 0A5,EATING ESTABLISHMENT,6
M1X 0A5,PAWN SHOP,1
M1X 0A5,PERSONAL SERVICES SETTINGS,5
M1X 0A5,PRECIOUS METAL SHOP,1
M1X 0A5,RETAIL STORE (FOOD),7
M1X 0A5,SECOND HAND SHOP,1
M1X 0A5,TEMPORARY SIGN - MOBILE,1
M1X 0A6,EATING ESTABLISHMENT,4
M1X 0A6,LAUNDRY,1
M1X 0A6,PAWN SHOP,5
M1X 0A6,PERSONAL SERVICES SETTINGS,7
M1X 0A6,PRECIOUS METAL SHOP,3
M1X 0A6,RETAIL STORE (FOOD),3
M1X 0A6,SECOND HAND SHOP,4
M1X 0A7,EATING ESTABLISHMENT,1
M1X 0A7,LAUNDRY,1
M1X 0A7,PAWN SHOP,2
M1X 0A7,PERSONAL SERVICES SETTINGS,11
M1X 0A7,PRECIOUS METAL SHOP,2
M1X 0A7,RETAIL STORE (FOOD),8
M1X 0A7,SMOKE SHOP,1
M1X 0A7,VAPOUR PRODUCT RETAILER,1
M1X 0A8,CLOTHING DROP BOX LOCATION PERMIT,1
M1X 0A8,DRIVING SCHOOL OPERATOR (B),1
M1X 0A8,EATING ESTABLISHMENT,1
M1X 0A8,PAWN SHOP,1
M1X 0A8,RETAIL STORE (FOOD),2
M1X 0A9,RETAIL STORE (FOOD),1
M1X 0B3,PUBLIC HALL,1
M1X 0B4,TOW TRUCK OWNER,6
M1X 0B5,TEMPORARY SIGN - MOBILE,2
M1X 0B6,EATING ESTABLISHMENT,9
M1X 0B6,PERSONAL SERVICES SETTINGS,4
M1X 0B6,RETAIL STORE (FOOD),4
M1X 0B6,TEMPORARY SIGN - MOBILE,1
M1X 0B7,PERSONAL SERVICES SETTINGS,1
M1X 0B7,PUBLIC HALL,3
M1X 0B8,EATING ESTABLISHMENT,1
M1X 0C1,PERSONAL SERVICES SETTINGS,1
M1X 0C2,EATING ESTABLISHMENT,1
M1X 0C2,PUBLIC GARAGE,8
M1X 0C2,RETAIL STORE (FOOD),1
M1X 0C2,SECOND HAND SALVAGE YARD,1
M1X 0C2,TEMPORARY SIGN - MOBILE,1
M1X 0C3,RETAIL STORE (FOOD),1
M1X 0C4,PUBLIC GARAGE,6
M1X 0C8,PRECIOUS METAL SHOP,1
M1X 0C9,EATING ESTABLISHMENT,1
M1X 0C9,RETAIL STORE (FOOD),1
M1X 1A1,PLACE OF AMUSEMENT,1
M1X 1A6,HEATING CONTRACTOR,1
M1X 1A9,PLUMBING CONTRACTOR,1
M1X 1B3,BUILDING RENOVATOR,1
M1X 1B7,BUILDING RENOVATOR,1
M1X 1E1,PLUMBING CONTRACTOR,1
M1X 1E2,BUILDING RENOVATOR,1
M1X 1E4,BUILDING RENOVATOR,2
M1X 1E4,PLUMBING & HEATING CONTRACTOR,2
M1X 1E6,EATING ESTABLISHMENT,23
M1X 1E6,LAUNDRY,2
M1X 1E6,PAWN SHOP,4
M1X 1E6,PERSONAL SERVICES SETTINGS,5
M1X 1E6,PRECIOUS METAL SHOP,1
M1X 1E6,PUBLIC GARAGE,8
M1X 1E6,RETAIL STORE (FOOD),13
M1X 1E6,TEMPORARY SIGN - MOBILE,1
M1X 1E7,BUILDING RENOVATOR,1
M1X 1E7,HEATING CONTRACTOR,1
M1X 1E7,PUBLIC HALL,2
M1X 1E9,BUILDING RENOVATOR,1
M1X 1G5,PUBLIC GARAGE,1
M1X 1K1,TAXICAB OWNER,1
M1X 1L1,PLUMBING & HEATING CONTRACTOR,1
M1X 1L4,BUILDING RENOVATOR,5
M1X 1L4,RETAIL STORE (FOOD),1
M1X 1L5,BUILDING RENOVATOR,1
M1X 1L5,PLUMBING & HEATING CONTRACTOR,2
M1X 1L5,RETAIL STORE (FOOD),3
M1X 1L6,BUILDING RENOVATOR,3
M1X 1L6,HEATING CONTRACTOR,2
M1X 1L6,RETAIL STORE (FOOD),2
M1X 1L7,BUILDING RENOVATOR,1
M1X 1L7,RETAIL STORE (FOOD),1
M1X 1L8,EATING ESTABLISHMENT,1
M1X 1L8,RETAIL STORE (FOOD),1
M1X 1L9,LAUNDRY,4
M1X 1L9,RETAIL STORE (FOOD),1
M1X 1M4,DRIVE-SELF RENTAL OWNER,1
M1X 1M4,DRIVEWAY PAVING CONTRACTOR,1
M1X 1M4,EATING ESTABLISHMENT,2
M1X 1M4,PUBLIC GARAGE,17
M1X 1M4,RETAIL STORE (FOOD),9
M1X 1M4,TEMPORARY SIGN - A-FRAME,1
M1X 1M4,TOW TRUCK OWNER,45
M1X 1M8,CLOTHING DROP BOX LOCATION PERMIT,1
M1X 1M8,RETAIL STORE (FOOD),3
M1X 1M9,BUILDING RENOVATOR,1
M1X 1M9,HEATING CONTRACTOR,1
M1X 1M9,PRIVATE PARKING ENFORCEMENT AGENCY,1
M1X 1N4,HEATING CONTRACTOR,1
M1X 1N4,PLUMBING CONTRACTOR,1
M1X 1N4,RETAIL STORE (FOOD),1
M1X 1N6,EATING ESTABLISHMENT,1
M1X 1S1,SECOND HAND SALVAGE YARD,2
M1X 1S7,TOW TRUCK OWNER,1
M1X 1S8,CLOTHING DROP BOX LOCATION PERMIT,1
M1X 1S8,PAWN SHOP,1
M1X 1S8,PERSONAL SERVICES SETTINGS,5
M1X 1S8,PLACE OF AMUSEMENT,2
M1X 1S8,RETAIL STORE (FOOD),3
M1X 1S8,SECOND HAND SHOP,1
M1X 1S8,TEMPORARY SIGN - MOBILE,1
M1X 1V1,MOBILE VENDING (FOOD TRUCK),1
M1X 1V1,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M1X 1V2,PRIVATE PARKING ENFORCEMENT AGENCY,1
M1X 1V5,BUILDING RENOVATOR,1
M1X 1W3,MOTORIZED REFRESHMENT VEHICLE OWNER,3
M1X 1W6,PERSONAL SERVICES SETTINGS,1
M1X 1W9,MOTORIZED REFRESHMENT VEHICLE OWNER,1
M1X 1X6,DRIVING SCHOOL OPERATOR (B),1
M1X 1Z7,TAXICAB OWNER,1
M1X 1Z7,TOW TRUCK OWNER,28
M1X 2A1,DRIVING SCHOOL OPERATOR (B),1
M1X 2A7,DRIVEWAY PAVING CONTRACTOR,1
M1X 2B1,DRIVEWAY PAVING CONTRACTOR,1
M1X 2E1,HEATING CONTRACTOR,1
M1X 2E1,PLUMBING CONTRACTOR,1
M1X 2E5,EATING ESTABLISHMENT,2
M1X 2E5,PUBLIC GARAGE,1
M1X 2E5,RETAIL STORE (FOOD),1
M1X 4V2,EATING ESTABLISHMENT,1
M2B,TAXICAB OWNER,1
M2G 2L1,EATING ESTABLISHMENT,1
M2G 2L1,SIDEWALK CAFE,1
M2H,AUCTIONEER,4
M2H,BUILDING RENOVATOR,15
M2H,DRIVING INSTRUCTOR (V),44
M2H,HAWKER/PEDLAR ON FOOT,5
M2H,HAWKER/PEDLAR WITH MOTOR VEHICLE,1
M2H,LIMOUSINE OWNER,2
M2H,MASTER HEATING INSTALLER,5
M2H,MASTER PLUMBER,9
M2H,MOTORIZED REFRESHMENT VEHICLE OWNER,1
